"","X","annual_income_ppp","average_wk_hrs","education_months","family_size","work_distance","languages"
"1839",1839,58446,43,143,3,1,1
"1840",1840,57781,43,140,2,1,1
"1841",1841,73060,43,135,3,0,1
"1842",1842,64203,43,132,4,0,1
"1843",1843,55124,54,128,5,1,1
"1844",1844,54459,44,123,4,0,1
"1845",1845,53795,44,120,4,0,1
"1846",1846,53352,44,117,4,0,1
"1847",1847,52910,44,112,2,0,1
"1849",1849,86126,41,183,6,1,1
"1850",1850,85904,41,183,1,0,1
"1851",1851,85462,41,183,1,1,1
"1852",1852,85019,42,183,5,1,1
"1853",1853,84576,42,184,5,0,1
"1854",1854,84133,42,180,5,0,1
"1855",1855,83468,42,178,4,0,1
"1856",1856,83025,43,179,4,0,1
"1857",1857,82582,43,180,4,0,1
"1858",1858,82140,43,183,4,0,1
"1859",1859,81697,43,180,3,0,1
"1860",1860,81254,43,187,3,0,1
"1861",1861,80811,54,181,4,0,1
"1862",1862,80147,44,177,4,0,1
"1863",1863,97420,44,174,5,0,1
"1865",1865,89226,39,195,3,0,1
"1866",1866,89226,40,195,3,0,1
"1867",1867,88341,40,195,3,0,1
"1868",1868,87455,40,195,3,2,1
"1869",1869,85683,40,194,3,2,1
"1870",1870,85904,40,194,3,0,1
"1871",1871,86126,54,193,3,0,1
"1872",1872,86347,54,193,3,2,1
"1873",1873,86790,41,191,2,2,1
"1874",1874,83690,41,191,3,0,1
"1875",1875,82361,41,188,2,2,1
"1876",1876,82140,42,194,3,2,1
"1877",1877,83247,42,201,3,0,1
"1878",1878,82804,42,195,3,2,1
"1879",1879,80590,42,197,3,2,1
"1881",1881,73946,48,176,3,0,1
"1882",1882,73282,48,176,2,1,1
"1883",1883,73282,49,174,2,8,1
"1884",1884,73060,49,173,2,1,1
"1885",1885,72839,49,172,2,8,1
"1886",1886,73060,49,176,2,1,1
"1887",1887,71954,49,173,2,1,1
"1888",1888,71954,49,172,2,1,1
"1889",1889,71511,55,173,2,1,1
"1890",1890,70846,55,174,2,7,1
"1891",1891,71511,50,174,2,7,1
"1892",1892,71289,50,174,2,1,1
"1893",1893,70403,50,172,1,0,1
"1894",1894,70403,50,172,2,6,1
"1895",1895,70403,50,172,2,6,1
"1897",1897,93655,38,230,4,0,1
"1898",1898,93212,54,219,4,0,1
"1899",1899,92547,38,217,4,0,1
"1900",1900,92326,38,219,4,0,1
"1901",1901,91441,38,215,4,0,1
"1902",1902,90112,39,215,4,0,1
"1903",1903,89669,39,214,4,3,1
"1904",1904,89226,39,214,4,0,1
"1905",1905,89004,39,214,3,3,1
"1906",1906,88562,39,212,3,3,1
"1907",1907,88341,39,220,3,3,1
"1908",1908,87898,40,217,3,0,1
"1909",1909,87455,40,214,4,0,1
"1910",1910,86790,40,210,3,0,1
"1911",1911,85683,40,209,3,3,1
"1913",1913,119564,53,235,5,0,1
"1914",1914,112921,54,229,5,0,1
"1915",1915,106277,38,229,6,0,1
"1916",1916,104063,38,228,1,0,1
"1917",1917,98748,38,226,1,0,1
"1918",1918,98084,39,226,1,0,1
"1919",1919,97420,39,223,6,0,1
"1920",1920,96755,39,219,5,0,1
"1921",1921,96312,39,219,6,0,1
"1922",1922,94541,40,219,6,0,1
"1923",1923,95206,40,224,6,0,1
"1924",1924,93655,40,223,5,0,1
"1925",1925,93434,40,224,5,0,1
"1926",1926,92769,54,222,5,0,1
"1927",1927,92104,54,220,5,0,1
"1945",1945,88119,38,210,3,0,1
"1946",1946,87676,38,210,3,2,1
"1947",1947,87233,38,217,3,0,1
"1948",1948,87012,39,222,3,0,1
"1949",1949,85019,39,223,3,0,1
"1950",1950,84355,39,219,3,0,1
"1951",1951,84355,39,210,3,0,1
"1952",1952,83912,39,203,3,0,1
"1953",1953,83025,40,199,3,0,1
"1954",1954,81697,40,195,3,2,1
"1955",1955,81254,40,190,3,2,1
"1956",1956,79925,40,185,3,2,1
"1957",1957,92990,40,179,2,0,1
"1958",1958,95206,40,176,2,0,1
"1959",1959,92990,40,173,2,2,1
"1961",1961,67968,55,165,4,1,1
"1962",1962,66860,55,165,4,0,1
"1963",1963,65532,50,162,4,0,1
"1964",1964,63760,50,158,4,0,1
"1965",1965,61546,50,156,4,0,1
"1966",1966,57560,50,158,4,1,1
"1967",1967,73060,50,161,4,0,1
"1968",1968,54459,51,157,5,0,1
"1969",1969,50030,51,148,0,0,1
"1970",1970,44937,51,142,4,1,1
"1971",1971,40730,51,135,3,1,1
"1972",1972,37629,51,128,4,0,1
"1973",1973,48702,51,123,2,0,1
"1974",1974,30101,51,122,2,0,1
"1975",1975,29437,52,117,2,0,1
"2010",2010,85904,34,190,4,0,1
"2011",2011,85462,34,190,4,0,1
"2012",2012,84576,34,190,3,0,1
"2013",2013,84133,34,190,3,0,1
"2014",2014,83247,34,190,3,0,1
"2015",2015,90776,34,190,3,0,1
"2016",2016,83025,35,190,2,0,1
"2017",2017,82361,53,190,3,0,1
"2018",2018,81919,53,187,3,0,1
"2019",2019,81033,35,186,2,0,1
"2020",2020,80590,35,184,2,0,1
"2021",2021,97420,36,183,3,0,1
"2022",2022,90776,36,180,3,0,1
"2023",2023,88562,36,179,3,0,1
"2024",2024,81919,36,180,3,0,1
"2027",2027,71511,55,169,5,0,1
"2028",2028,71068,47,168,6,0,1
"2029",2029,70625,47,165,5,0,1
"2030",2030,69960,47,163,3,0,1
"2031",2031,69075,48,163,3,0,1
"2032",2032,68189,48,157,4,0,1
"2033",2033,67303,48,161,3,0,1
"2034",2034,66639,48,159,4,0,1
"2035",2035,65754,48,158,4,0,1
"2036",2036,64867,49,156,1,0,1
"2037",2037,63760,49,154,6,0,1
"2038",2038,62874,49,152,6,0,1
"2039",2039,62210,49,151,0,0,1
"2040",2040,61546,49,149,1,0,1
"2041",2041,61103,55,148,5,0,1
"2059",2059,69517,48,146,3,1,1
"2060",2060,68632,49,141,2,0,1
"2061",2061,67746,49,136,2,0,1
"2062",2062,66195,49,132,2,0,1
"2063",2063,64867,49,129,3,1,1
"2064",2064,63095,49,127,3,0,1
"2065",2065,61546,55,122,3,0,1
"2066",2066,59995,55,119,3,1,1
"2067",2067,58224,50,117,3,1,1
"2068",2068,66417,50,114,3,1,1
"2069",2069,54681,50,112,3,0,1
"2070",2070,53130,50,108,3,0,1
"2071",2071,51802,50,106,3,0,1
"2072",2072,50695,50,103,3,0,1
"2073",2073,49810,50,100,3,0,1
"2075",2075,89447,38,206,1,0,1
"2076",2076,89226,38,203,0,1,1
"2077",2077,88341,38,202,6,0,1
"2078",2078,87676,39,197,6,0,1
"2079",2079,87233,39,198,1,1,1
"2080",2080,86569,39,198,6,0,1
"2081",2081,86347,39,197,1,0,1
"2082",2082,85904,39,197,0,1,1
"2083",2083,85462,40,195,5,1,1
"2084",2084,84133,40,193,5,0,1
"2085",2085,84133,40,192,5,1,1
"2086",2086,84133,40,191,5,0,1
"2087",2087,83912,40,193,5,1,1
"2088",2088,84355,40,192,4,0,1
"2089",2089,83247,41,191,4,1,1
"2091",2091,84133,45,193,2,0,1
"2092",2092,83912,45,197,2,0,1
"2093",2093,83468,45,197,3,0,1
"2094",2094,83247,45,194,2,0,1
"2095",2095,82804,46,193,2,0,1
"2096",2096,82582,46,193,1,0,1
"2097",2097,82361,46,193,1,0,1
"2098",2098,82361,46,192,2,0,1
"2099",2099,82361,54,192,2,0,1
"2100",2100,82361,55,180,2,0,1
"2101",2101,82140,47,183,2,0,1
"2102",2102,82140,47,180,3,0,1
"2103",2103,82140,47,180,2,0,1
"2104",2104,81919,47,181,2,0,1
"2105",2105,81476,48,183,3,0,1
"2107",2107,28993,48,150,7,0,1
"2108",2108,42059,49,148,7,0,1
"2109",2109,32537,49,146,6,0,1
"2110",2110,30765,49,143,7,1,1
"2111",2111,28993,49,141,1,0,1
"2112",2112,26779,49,139,8,0,1
"2113",2113,24786,55,136,1,1,1
"2114",2114,22793,55,135,0,0,1
"2115",2115,20579,50,133,1,0,1
"2116",2116,18364,50,130,7,0,1
"2117",2117,16150,50,128,7,0,1
"2118",2118,14378,50,126,7,0,1
"2119",2119,28772,50,123,7,0,1
"2120",2120,13271,50,121,7,0,1
"2121",2121,8842,50,118,8,0,1
"2155",2155,115135,38,244,5,0,1
"2156",2156,110707,38,235,5,0,1
"2157",2157,104063,38,235,5,0,1
"2158",2158,99191,39,237,6,0,1
"2159",2159,98526,39,236,6,0,1
"2160",2160,97641,39,236,5,0,1
"2161",2161,97198,39,236,5,0,1
"2162",2162,95869,39,235,5,0,1
"2163",2163,95426,39,234,5,0,1
"2164",2164,94098,40,229,5,0,1
"2165",2165,93434,40,232,5,0,1
"2166",2166,91884,40,227,5,0,1
"2167",2167,92104,40,221,5,0,1
"2168",2168,91219,40,210,5,0,1
"2169",2169,90776,41,209,5,0,1
"2171",2171,74833,41,151,3,0,1
"2172",2172,74833,41,150,3,0,1
"2173",2173,74611,41,149,3,0,1
"2174",2174,74168,42,149,3,0,1
"2175",2175,73725,42,148,4,0,1
"2176",2176,73282,42,148,4,0,1
"2177",2177,73060,42,147,3,0,1
"2178",2178,72175,43,144,4,0,1
"2179",2179,72175,43,137,4,0,1
"2180",2180,71732,43,136,4,0,1
"2181",2181,71068,43,134,3,0,1
"2182",2182,70403,54,133,3,0,1
"2183",2183,69739,44,125,4,0,1
"2184",2184,69075,44,117,4,0,1
"2185",2185,68189,44,123,2,0,1
"2203",2203,59774,54,191,5,4,1
"2204",2204,75276,41,188,5,4,1
"2205",2205,53573,41,188,5,0,1
"2206",2206,52910,41,188,5,4,1
"2207",2207,50916,42,188,5,0,1
"2208",2208,47594,42,188,5,0,1
"2209",2209,44937,42,190,4,4,1
"2210",2210,43166,42,190,4,4,1
"2211",2211,42059,43,190,4,0,1
"2212",2212,41616,43,190,4,0,1
"2213",2213,41394,43,190,4,0,1
"2214",2214,42059,43,190,5,4,1
"2215",2215,44051,43,190,5,4,1
"2216",2216,46488,54,191,5,4,1
"2217",2217,49367,54,191,5,4,1
"2235",2235,105391,36,244,5,0,1
"2236",2236,104949,36,243,5,0,1
"2237",2237,104063,37,239,5,0,1
"2238",2238,104285,37,236,5,4,1
"2239",2239,103842,37,230,5,4,1
"2240",2240,103177,37,229,5,4,1
"2241",2241,102513,37,227,5,0,1
"2242",2242,119564,37,226,5,0,1
"2243",2243,117350,38,224,5,4,1
"2244",2244,101848,54,223,5,4,1
"2245",2245,101848,38,221,5,3,1
"2246",2246,98306,38,221,5,3,1
"2247",2247,98526,38,222,4,3,1
"2248",2248,98306,38,222,4,0,1
"2249",2249,97641,39,222,4,0,1
"2251",2251,87898,49,202,2,0,1
"2252",2252,87676,49,200,2,0,1
"2253",2253,87455,49,199,2,0,1
"2254",2254,87455,55,198,2,0,1
"2255",2255,87455,50,197,2,0,1
"2256",2256,81476,50,195,2,0,1
"2257",2257,82582,50,194,2,0,1
"2258",2258,85683,50,193,2,0,1
"2259",2259,85904,50,192,3,0,1
"2260",2260,86790,51,190,3,0,1
"2261",2261,75497,51,188,2,0,1
"2262",2262,86126,51,187,2,0,1
"2263",2263,85683,51,186,2,0,1
"2264",2264,83468,51,185,2,0,1
"2265",2265,80811,51,184,2,0,1
"2283",2283,80590,39,187,3,0,1
"2284",2284,80147,39,187,3,0,1
"2285",2285,80368,39,187,4,0,1
"2286",2286,90776,39,185,3,0,1
"2287",2287,84133,39,183,3,0,1
"2288",2288,77490,40,180,3,0,1
"2289",2289,77047,40,178,3,0,1
"2290",2290,76382,40,176,3,0,1
"2291",2291,75939,40,173,3,0,1
"2292",2292,75054,41,171,4,0,1
"2293",2293,73725,54,169,4,0,1
"2294",2294,73060,41,166,4,0,1
"2295",2295,72839,41,168,4,0,1
"2296",2296,72397,41,168,5,0,1
"2297",2297,71732,42,169,6,0,1
"2299",2299,104728,38,223,7,0,1
"2300",2300,103842,38,223,7,0,1
"2301",2301,103399,38,223,7,1,1
"2302",2302,103399,39,226,7,1,1
"2303",2303,102956,39,223,5,1,1
"2304",2304,102734,39,223,6,1,1
"2305",2305,102069,39,222,5,1,1
"2306",2306,119564,39,223,5,0,1
"2307",2307,117350,39,224,5,0,1
"2308",2308,110707,39,226,5,0,1
"2309",2309,106277,39,226,6,1,1
"2310",2310,104063,40,224,5,1,1
"2311",2311,99412,40,224,5,1,1
"2312",2312,99191,40,224,5,0,1
"2313",2313,98748,40,224,5,0,1
"2315",2315,106720,39,224,7,1,1
"2316",2316,106277,39,223,7,0,1
"2317",2317,105613,39,222,7,1,1
"2318",2318,105391,39,221,6,1,1
"2319",2319,104728,39,219,7,0,1
"2320",2320,104285,39,217,6,1,1
"2321",2321,104063,40,217,1,1,1
"2322",2322,103399,40,217,0,1,1
"2323",2323,102956,40,216,1,1,1
"2324",2324,102069,40,216,1,1,1
"2325",2325,101848,40,215,1,1,1
"2326",2326,110707,40,214,1,0,1
"2327",2327,108491,40,216,1,1,1
"2328",2328,104063,40,216,1,1,1
"2329",2329,98969,54,215,6,0,1
"2331",2331,76604,44,171,4,1,1
"2332",2332,75939,44,170,4,0,1
"2333",2333,74833,44,169,4,0,1
"2334",2334,73282,45,169,3,1,1
"2335",2335,71511,45,169,4,0,1
"2336",2336,70182,45,169,3,1,1
"2337",2337,69517,45,165,3,0,1
"2338",2338,68854,45,166,3,1,1
"2339",2339,68411,45,164,3,0,1
"2340",2340,67525,46,163,3,1,1
"2341",2341,68411,46,162,3,1,1
"2342",2342,66860,46,157,2,1,1
"2343",2343,64867,46,154,2,1,1
"2344",2344,64203,46,152,3,1,1
"2345",2345,63538,46,151,3,0,1
"2347",2347,87676,46,198,2,6,1
"2348",2348,87455,46,198,2,1,1
"2349",2349,87012,55,199,2,6,1
"2350",2350,86569,47,194,2,0,1
"2351",2351,86126,47,192,2,0,1
"2352",2352,85683,48,191,2,5,1
"2353",2353,85241,48,190,2,1,1
"2354",2354,84798,48,183,2,5,1
"2355",2355,84133,49,184,2,5,1
"2356",2356,83025,49,179,2,1,1
"2357",2357,81033,49,178,2,0,1
"2358",2358,81254,55,177,2,5,1
"2359",2359,80590,55,173,2,1,1
"2360",2360,80147,50,170,2,5,1
"2361",2361,79925,50,166,2,1,1
"2363",2363,73060,50,185,1,0,1
"2364",2364,72397,51,185,1,0,1
"2365",2365,71732,51,185,0,0,1
"2366",2366,71289,51,185,0,0,1
"2367",2367,70625,51,184,0,0,1
"2368",2368,69960,51,180,0,0,1
"2369",2369,69075,51,176,0,0,1
"2370",2370,68189,51,171,0,0,1
"2371",2371,66195,51,168,0,0,1
"2372",2372,63538,51,163,1,0,1
"2373",2373,60438,52,158,1,0,1
"2374",2374,57560,52,154,1,0,1
"2375",2375,59774,52,154,2,0,1
"2376",2376,54016,52,154,2,0,1
"2377",2377,52467,52,40,2,0,1
"2379",2379,54681,49,179,3,1,1
"2380",2380,54016,49,179,3,0,1
"2381",2381,52910,49,179,3,1,1
"2382",2382,51581,49,173,3,1,1
"2383",2383,49588,49,168,3,0,1
"2384",2384,48038,55,163,4,0,1
"2385",2385,46930,55,157,3,1,1
"2386",2386,46266,50,163,3,0,1
"2387",2387,45823,50,158,3,0,1
"2388",2388,44273,50,157,3,0,1
"2389",2389,44051,50,156,3,0,1
"2390",2390,43608,50,155,3,0,1
"2391",2391,43608,50,152,3,0,1
"2392",2392,43387,50,149,2,0,1
"2393",2393,43387,51,148,2,0,1
"2395",2395,84798,34,206,3,0,1
"2396",2396,84576,34,206,3,0,1
"2397",2397,84133,34,207,2,0,1
"2398",2398,83912,34,207,3,0,1
"2399",2399,83690,34,207,3,0,1
"2400",2400,83025,34,208,3,0,1
"2401",2401,83247,35,208,3,0,1
"2402",2402,83025,53,208,3,0,1
"2403",2403,82804,53,209,3,0,1
"2404",2404,82582,35,209,4,0,1
"2405",2405,82361,35,209,3,0,1
"2406",2406,81919,36,199,3,0,1
"2407",2407,81697,36,197,3,0,1
"2408",2408,81476,36,193,3,0,1
"2409",2409,81033,36,199,3,0,1
"2411",2411,79925,42,187,3,0,1
"2412",2412,79704,42,187,3,0,1
"2413",2413,95206,43,186,3,0,1
"2414",2414,90776,43,186,3,0,1
"2415",2415,86347,43,185,3,0,1
"2416",2416,79704,43,185,4,0,1
"2417",2417,77268,54,184,2,0,1
"2418",2418,76825,44,184,3,0,1
"2419",2419,76604,44,183,2,0,1
"2420",2420,76382,44,183,3,0,1
"2421",2421,76161,45,181,3,0,1
"2422",2422,75939,45,179,3,0,1
"2423",2423,75719,45,178,3,0,1
"2424",2424,75497,45,177,2,0,1
"2425",2425,75497,46,176,2,0,1
"2427",2427,88783,54,210,4,0,1
"2428",2428,88341,38,210,4,0,1
"2429",2429,88341,38,209,4,0,1
"2430",2430,88119,39,208,4,0,1
"2431",2431,88119,39,207,4,0,1
"2432",2432,87898,39,207,3,0,1
"2433",2433,87898,39,206,3,0,1
"2434",2434,87676,40,206,3,0,1
"2435",2435,87233,40,205,3,0,1
"2436",2436,86790,40,201,3,0,1
"2437",2437,86347,40,198,3,0,1
"2438",2438,85683,54,197,3,1,1
"2439",2439,85241,41,194,3,1,1
"2440",2440,84576,41,192,3,0,1
"2441",2441,83912,41,188,3,1,1
"2443",2443,89669,36,208,3,0,1
"2444",2444,89004,37,207,3,6,1
"2445",2445,88119,37,206,3,6,1
"2446",2446,87455,37,200,3,1,1
"2447",2447,86790,37,191,3,6,1
"2448",2448,86126,38,185,4,6,1
"2449",2449,85241,54,185,4,0,1
"2450",2450,84576,38,183,4,6,1
"2451",2451,83690,38,178,3,1,1
"2452",2452,82804,39,178,3,0,1
"2453",2453,81919,39,179,3,0,1
"2454",2454,81033,39,178,3,0,1
"2455",2455,80147,39,173,3,1,1
"2456",2456,95206,40,169,3,5,1
"2457",2457,86347,40,164,3,1,1
"2459",2459,68632,42,165,1,0,1
"2460",2460,67303,42,164,1,0,1
"2461",2461,67746,42,164,1,0,1
"2462",2462,67746,42,163,1,0,1
"2463",2463,68189,43,163,1,0,1
"2464",2464,67746,43,162,1,0,1
"2465",2465,65311,43,162,1,0,1
"2466",2466,64424,43,161,1,0,1
"2467",2467,63538,43,161,1,0,1
"2468",2468,62653,54,159,2,0,1
"2469",2469,63095,54,159,2,0,1
"2470",2470,62874,44,159,2,0,1
"2471",2471,62653,44,158,2,0,1
"2472",2472,64203,44,158,2,0,1
"2473",2473,63760,44,40,2,0,1
"2476",2476,58667,50,156,4,3,1
"2477",2477,70846,50,156,4,3,1
"2478",2478,55345,50,156,4,0,1
"2479",2479,53795,51,164,6,0,1
"2480",2480,51802,51,166,6,3,1
"2481",2481,49810,51,165,5,3,1
"2482",2482,47151,51,163,5,3,1
"2483",2483,45380,51,159,6,0,1
"2484",2484,44051,51,163,6,0,1
"2485",2485,40287,51,166,5,0,1
"2486",2486,36080,51,174,5,2,1
"2487",2487,35415,51,173,4,0,1
"2488",2488,30543,51,168,4,0,1
"2489",2489,28107,52,165,4,2,1
"2490",2490,25672,52,154,4,0,1
"2492",2492,95206,53,216,4,4,1
"2493",2493,79704,54,216,4,0,1
"2494",2494,92990,38,215,4,0,1
"2495",2495,88562,38,213,4,0,1
"2496",2496,77047,38,213,4,0,1
"2497",2497,75719,39,213,4,0,1
"2498",2498,72397,39,213,4,0,1
"2499",2499,71954,39,212,4,0,1
"2500",2500,72397,39,210,4,0,1
"2501",2501,70846,39,208,4,0,1
"2502",2502,71732,39,209,4,0,1
"2503",2503,72175,39,206,4,0,1
"2504",2504,72175,39,201,3,0,1
"2505",2505,72397,39,193,3,4,1
"2506",2506,71954,39,194,3,4,1
"2524",2524,92547,37,220,5,0,1
"2525",2525,92547,37,220,5,0,1
"2526",2526,91884,37,220,5,0,1
"2527",2527,92990,37,220,5,0,1
"2528",2528,91441,38,221,5,0,1
"2529",2529,92104,53,220,5,0,1
"2530",2530,91662,54,222,5,0,1
"2531",2531,89447,38,217,5,0,1
"2532",2532,91219,38,216,6,0,1
"2533",2533,90112,38,220,6,0,1
"2534",2534,89447,39,220,7,0,1
"2535",2535,89447,39,214,4,0,1
"2536",2536,89447,39,210,4,0,1
"2537",2537,89004,39,205,4,0,1
"2538",2538,88783,39,202,4,0,1
"2540",2540,75719,43,180,3,0,1
"2541",2541,75497,43,179,4,0,1
"2542",2542,74833,43,179,4,0,1
"2543",2543,74168,43,179,3,0,1
"2544",2544,73725,54,178,3,0,1
"2545",2545,73060,54,177,4,0,1
"2546",2546,72839,44,178,3,0,1
"2547",2547,72617,44,177,3,0,1
"2548",2548,72175,44,177,3,0,1
"2549",2549,71511,44,176,3,0,1
"2550",2550,72617,45,174,3,0,1
"2551",2551,71289,45,171,3,0,1
"2552",2552,71068,45,168,3,0,1
"2553",2553,71732,45,164,3,0,1
"2554",2554,71068,45,163,3,0,1
"2556",2556,81254,40,165,3,0,1
"2557",2557,81033,40,165,2,0,1
"2558",2558,80590,54,165,2,0,1
"2559",2559,80147,41,165,2,0,1
"2560",2560,79704,41,165,3,0,1
"2561",2561,95206,41,164,2,0,1
"2562",2562,88562,42,164,2,0,1
"2563",2563,84133,42,164,2,0,1
"2564",2564,79704,42,163,2,0,1
"2565",2565,77268,42,163,2,0,1
"2566",2566,76604,43,164,2,0,1
"2567",2567,76161,43,161,2,0,1
"2568",2568,75939,43,158,2,0,1
"2569",2569,75497,43,157,2,0,1
"2570",2570,75276,43,151,2,0,1
"2588",2588,57781,49,185,3,0,1
"2589",2589,61989,49,185,3,0,1
"2590",2590,53573,49,183,3,1,1
"2591",2591,51359,49,179,2,1,1
"2592",2592,50916,55,177,2,0,1
"2593",2593,49588,55,174,3,1,1
"2594",2594,45823,50,172,3,0,1
"2595",2595,38959,50,169,2,1,1
"2596",2596,50916,50,166,3,1,1
"2597",2597,31651,50,164,4,0,1
"2598",2598,28550,50,162,4,1,1
"2599",2599,25229,50,158,5,1,1
"2600",2600,23236,50,156,4,0,1
"2601",2601,21242,50,154,4,0,1
"2602",2602,19471,51,151,4,0,1
"2604",2604,53573,46,159,4,1,1
"2605",2605,50916,54,161,4,0,1
"2606",2606,47816,54,154,4,0,1
"2607",2607,44051,47,157,4,1,1
"2608",2608,38515,47,156,3,0,1
"2609",2609,33201,47,155,3,0,1
"2610",2610,29215,47,152,3,1,1
"2611",2611,25672,47,151,2,0,1
"2612",2612,23015,47,150,3,1,1
"2613",2613,21242,47,148,4,0,1
"2614",2614,20579,48,147,4,1,1
"2615",2615,21021,48,150,4,1,1
"2616",2616,21686,48,156,4,0,1
"2617",2617,22793,48,154,3,1,1
"2618",2618,24343,48,154,4,1,1
